	obj1	predicate	obj2	prob	obj1_1	obj1_2	obj1_3	obj1_4	obj2_1	obj2_2	obj2_3	obj2_4
0	sign	on	door	0.6369276642799377	319.7078552246094	155.5799560546875	355.7823181152344	187.42556762695312	276.4411315917969	60.364105224609375	412.4440612792969	416.2555847167969
1	light	on	door	0.17043113708496094	377.12493896484375	104.49235534667969	394.6846923828125	191.3048553466797	276.4411315917969	60.364105224609375	412.4440612792969	416.2555847167969
2	handle	on	door	0.3688211441040039	142.77377319335938	181.66018676757812	152.88702392578125	219.31793212890625	130.6978759765625	30.7264404296875	264.829345703125	418.3963317871094
3	handle	on	door	0.3140583038330078	144.2281036376953	384.7339172363281	154.0993194580078	420.0730285644531	130.6978759765625	30.7264404296875	264.829345703125	418.3963317871094
4	handle	on	door	0.4977603554725647	16.693546295166016	262.6103515625	33.37744140625	297.21038818359375	3.6243667602539062	21.991912841796875	42.21240234375	436.3881530761719
5	door	in	room	0.12492027878761292	16.59394073486328	24.462493896484375	135.81961059570312	432.6472473144531	0.0	15.646484375	536.7145385742188	442.5975341796875
6	handle	on	door	0.1995297372341156	397.2350769042969	207.86691284179688	414.5772399902344	246.2620849609375	276.4411315917969	60.364105224609375	412.4440612792969	416.2555847167969
7	door	in	room	0.07402703911066055	3.6243667602539062	21.991912841796875	42.21240234375	436.3881530761719	0.0	15.646484375	536.7145385742188	442.5975341796875
8	door	to	room	0.055904269218444824	276.4411315917969	60.364105224609375	412.4440612792969	416.2555847167969	0.0	15.646484375	536.7145385742188	442.5975341796875
9	handle	on	door	0.3561384081840515	16.693546295166016	262.6103515625	33.37744140625	297.21038818359375	16.59394073486328	24.462493896484375	135.81961059570312	432.6472473144531
10	door	in	room	0.0638246238231659	130.6978759765625	30.7264404296875	264.829345703125	418.3963317871094	0.0	15.646484375	536.7145385742188	442.5975341796875
11	light	in	room	0.0870446190237999	377.12493896484375	104.49235534667969	394.6846923828125	191.3048553466797	0.0	15.646484375	536.7145385742188	442.5975341796875
12	door	in	room	0.06815227121114731	221.26315307617188	54.92573547363281	274.7629089355469	392.23187255859375	0.0	15.646484375	536.7145385742188	442.5975341796875
13	sign	on	door	0.29257842898368835	18.22096824645996	46.8897705078125	52.73356628417969	92.21247863769531	3.6243667602539062	21.991912841796875	42.21240234375	436.3881530761719
14	sign	on	door	0.3914490044116974	18.22096824645996	46.8897705078125	52.73356628417969	92.21247863769531	16.59394073486328	24.462493896484375	135.81961059570312	432.6472473144531
15	door	has	handle	0.13801917433738708	3.6243667602539062	21.991912841796875	42.21240234375	436.3881530761719	16.693546295166016	262.6103515625	33.37744140625	297.21038818359375
16	door	on	train	0.36127692461013794	130.6978759765625	30.7264404296875	264.829345703125	418.3963317871094	80.17971801757812	0.0	381.6440734863281	444.45654296875
17	sign	on	door	0.22861500084400177	319.7078552246094	155.5799560546875	355.7823181152344	187.42556762695312	118.49870300292969	0.0	512.6959838867188	462.88287353515625
18	handle	on	door	0.23828308284282684	144.2281036376953	384.7339172363281	154.0993194580078	420.0730285644531	118.49870300292969	0.0	512.6959838867188	462.88287353515625
19	door	on	train	0.3628770112991333	221.26315307617188	54.92573547363281	274.7629089355469	392.23187255859375	80.17971801757812	0.0	381.6440734863281	444.45654296875
20	handle	on	door	0.271068811416626	397.2350769042969	207.86691284179688	414.5772399902344	246.2620849609375	118.49870300292969	0.0	512.6959838867188	462.88287353515625
21	handle	on	door	0.2623353898525238	25.489770889282227	266.1217041015625	43.07086181640625	295.32965087890625	3.6243667602539062	21.991912841796875	42.21240234375	436.3881530761719
22	handle	on	door	0.2210494428873062	142.77377319335938	181.66018676757812	152.88702392578125	219.31793212890625	118.49870300292969	0.0	512.6959838867188	462.88287353515625
23	handle	on	door	0.3729827404022217	25.489770889282227	266.1217041015625	43.07086181640625	295.32965087890625	16.59394073486328	24.462493896484375	135.81961059570312	432.6472473144531
24	door	has	handle	0.10727111250162125	16.59394073486328	24.462493896484375	135.81961059570312	432.6472473144531	16.693546295166016	262.6103515625	33.37744140625	297.21038818359375
26	handle	on	door	0.4554051160812378	273.32989501953125	330.4116516113281	284.1990966796875	389.8238220214844	276.4411315917969	60.364105224609375	412.4440612792969	416.2555847167969
28	light	over	door	0.06501733511686325	377.12493896484375	104.49235534667969	394.6846923828125	191.3048553466797	118.49870300292969	0.0	512.6959838867188	462.88287353515625
29	shelf	on	door	0.22131648659706116	235.47467041015625	393.1119384765625	517.143798828125	430.56634521484375	118.49870300292969	0.0	512.6959838867188	462.88287353515625
31	building	has	door	0.10224233567714691	0.0	0.0	574.2067260742188	466.19134521484375	221.26315307617188	54.92573547363281	274.7629089355469	392.23187255859375
32	handle	on	door	0.4165132939815521	144.2281036376953	384.7339172363281	154.0993194580078	420.0730285644531	125.70806884765625	328.07452392578125	575.3703002929688	429.80645751953125
34	door	on	cabinet	0.09145039319992065	130.6978759765625	30.7264404296875	264.829345703125	418.3963317871094	45.39051818847656	16.304519653320312	271.9244384765625	497.6844482421875
36	door	near	train	0.060975607484579086	276.4411315917969	60.364105224609375	412.4440612792969	416.2555847167969	80.17971801757812	0.0	381.6440734863281	444.45654296875
37	door	has	handle	0.11337649077177048	16.59394073486328	24.462493896484375	135.81961059570312	432.6472473144531	25.489770889282227	266.1217041015625	43.07086181640625	295.32965087890625
38	handle	on	cabinet	0.26944413781166077	142.77377319335938	181.66018676757812	152.88702392578125	219.31793212890625	45.39051818847656	16.304519653320312	271.9244384765625	497.6844482421875
40	door	on	train	0.09262342751026154	16.59394073486328	24.462493896484375	135.81961059570312	432.6472473144531	80.17971801757812	0.0	381.6440734863281	444.45654296875
41	handle	on	door	0.18894360959529877	397.2350769042969	207.86691284179688	414.5772399902344	246.2620849609375	402.90753173828125	18.017913818359375	570.3053588867188	419.6654357910156
42	handle	on	door	0.30292779207229614	231.57171630859375	116.28917694091797	265.5189514160156	253.92031860351562	130.6978759765625	30.7264404296875	264.829345703125	418.3963317871094
44	door	to	room	0.053910791873931885	402.90753173828125	18.017913818359375	570.3053588867188	419.6654357910156	0.0	15.646484375	536.7145385742188	442.5975341796875
45	handle	on	cabinet	0.17905373871326447	144.2281036376953	384.7339172363281	154.0993194580078	420.0730285644531	45.39051818847656	16.304519653320312	271.9244384765625	497.6844482421875
46	door	on	cabinet	0.16343434154987335	221.26315307617188	54.92573547363281	274.7629089355469	392.23187255859375	194.70632934570312	22.294586181640625	417.2905578613281	493.7250061035156
47	paper	on	door	0.2831951081752777	23.785573959350586	54.29551696777344	52.87335205078125	91.58863830566406	16.59394073486328	24.462493896484375	135.81961059570312	432.6472473144531
48	paper	on	door	0.18271216750144958	23.785573959350586	54.29551696777344	52.87335205078125	91.58863830566406	3.6243667602539062	21.991912841796875	42.21240234375	436.3881530761719
49	door	on	cabinet	0.08501438796520233	276.4411315917969	60.364105224609375	412.4440612792969	416.2555847167969	194.70632934570312	22.294586181640625	417.2905578613281	493.7250061035156
50	handle	on	train	0.1591922789812088	142.77377319335938	181.66018676757812	152.88702392578125	219.31793212890625	80.17971801757812	0.0	381.6440734863281	444.45654296875
51	handle	on	door	0.3284200429916382	231.57171630859375	116.28917694091797	265.5189514160156	253.92031860351562	221.26315307617188	54.92573547363281	274.7629089355469	392.23187255859375
52	shelf	on	door	0.15133517980575562	105.36561584472656	97.3957748413086	131.659912109375	138.47390747070312	16.59394073486328	24.462493896484375	135.81961059570312	432.6472473144531
53	door	has	handle	0.15429966151714325	125.70806884765625	328.07452392578125	575.3703002929688	429.80645751953125	144.2281036376953	384.7339172363281	154.0993194580078	420.0730285644531
54	door	on	train	0.10285089910030365	118.49870300292969	0.0	512.6959838867188	462.88287353515625	80.17971801757812	0.0	381.6440734863281	444.45654296875
55	sign	on	cabinet	0.14874492585659027	319.7078552246094	155.5799560546875	355.7823181152344	187.42556762695312	194.70632934570312	22.294586181640625	417.2905578613281	493.7250061035156
57	shelf	in	room	0.08642998337745667	105.36561584472656	97.3957748413086	131.659912109375	138.47390747070312	0.0	15.646484375	536.7145385742188	442.5975341796875
58	light	on	tile	0.18841569125652313	377.12493896484375	104.49235534667969	394.6846923828125	191.3048553466797	37.17362976074219	31.407424926757812	535.9745483398438	402.71051025390625
59	shelf	on	door	0.2179941087961197	235.47467041015625	393.1119384765625	517.143798828125	430.56634521484375	125.70806884765625	328.07452392578125	575.3703002929688	429.80645751953125
60	door	in	room	0.12403937429189682	374.05230712890625	98.51537322998047	399.6282958984375	209.66140747070312	0.0	15.646484375	536.7145385742188	442.5975341796875
61	handle	on	door	0.25704190135002136	273.32989501953125	330.4116516113281	284.1990966796875	389.8238220214844	118.49870300292969	0.0	512.6959838867188	462.88287353515625
62	handle	on	cabinet	0.19049866497516632	142.77377319335938	181.66018676757812	152.88702392578125	219.31793212890625	135.6787567138672	14.10076904296875	218.55079650878906	291.5139465332031
63	door	on	train	0.27340012788772583	272.53912353515625	78.78044128417969	289.01837158203125	393.6663818359375	80.17971801757812	0.0	381.6440734863281	444.45654296875
64	door	has	handle	0.09393356740474701	221.26315307617188	54.92573547363281	274.7629089355469	392.23187255859375	231.57171630859375	116.28917694091797	265.5189514160156	253.92031860351562
66	handle	on	door	0.22916094958782196	231.57171630859375	116.28917694091797	265.5189514160156	253.92031860351562	118.49870300292969	0.0	512.6959838867188	462.88287353515625
69	shelf	on	door	0.08408293128013611	105.36561584472656	97.3957748413086	131.659912109375	138.47390747070312	118.49870300292969	0.0	512.6959838867188	462.88287353515625
70	paper	on	sign	0.32817408442497253	23.785573959350586	54.29551696777344	52.87335205078125	91.58863830566406	18.22096824645996	46.8897705078125	52.73356628417969	92.21247863769531
71	light	over	door	0.043859001249074936	377.12493896484375	104.49235534667969	394.6846923828125	191.3048553466797	374.05230712890625	98.51537322998047	399.6282958984375	209.66140747070312
73	building	has	door	0.09718485176563263	0.0	0.0	574.2067260742188	466.19134521484375	272.53912353515625	78.78044128417969	289.01837158203125	393.6663818359375
74	handle	on	door	0.395540326833725	273.32989501953125	330.4116516113281	284.1990966796875	389.8238220214844	272.53912353515625	78.78044128417969	289.01837158203125	393.6663818359375
76	door	on	cabinet	0.19603928923606873	272.53912353515625	78.78044128417969	289.01837158203125	393.6663818359375	194.70632934570312	22.294586181640625	417.2905578613281	493.7250061035156
79	handle	on	train	0.30568259954452515	231.57171630859375	116.28917694091797	265.5189514160156	253.92031860351562	80.17971801757812	0.0	381.6440734863281	444.45654296875
80	handle	on	train	0.14781169593334198	273.32989501953125	330.4116516113281	284.1990966796875	389.8238220214844	80.17971801757812	0.0	381.6440734863281	444.45654296875
81	handle	on	door	0.2116614580154419	273.32989501953125	330.4116516113281	284.1990966796875	389.8238220214844	125.70806884765625	328.07452392578125	575.3703002929688	429.80645751953125
82	handle	on	cabinet	0.29067638516426086	273.32989501953125	330.4116516113281	284.1990966796875	389.8238220214844	194.70632934570312	22.294586181640625	417.2905578613281	493.7250061035156
84	building	has	door	0.10826782137155533	0.0	0.0	574.2067260742188	466.19134521484375	374.05230712890625	98.51537322998047	399.6282958984375	209.66140747070312
85	handle	on	cabinet	0.26031509041786194	231.57171630859375	116.28917694091797	265.5189514160156	253.92031860351562	194.70632934570312	22.294586181640625	417.2905578613281	493.7250061035156
