	obj1	predicate	obj2	prob	obj1_1	obj1_2	obj1_3	obj1_4	obj2_1	obj2_2	obj2_3	obj2_4
0	handle	on	door	0.4564696252346039	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
1	handle	on	door	0.30475330352783203	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438	123.47358703613281	13.591552734375	160.20887756347656	422.8250732421875
2	handle	on	door	0.3488582968711853	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438	15.990890502929688	0.0	164.10755920410156	440.28668212890625
3	door	in	room	0.1812456250190735	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906	120.72573852539062	0.499298095703125	588.5074462890625	527.7078857421875
4	bottle	in	door	0.267581045627594	435.69635009765625	217.76438903808594	449.63739013671875	300.74957275390625	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906
5	door	has	handle	0.1600024402141571	123.47358703613281	13.591552734375	160.20887756347656	422.8250732421875	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438
7	door	in	room	0.08734002709388733	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625	120.72573852539062	0.499298095703125	588.5074462890625	527.7078857421875
8	bottle	in	door	0.22497053444385529	444.1303405761719	221.43092346191406	460.7479553222656	298.896484375	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906
10	handle	on	door	0.3666934669017792	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438	102.36750030517578	3.6887664794921875	259.45263671875	431.14129638671875
11	door	on	cabinet	0.2514442503452301	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906	382.4400939941406	129.37289428710938	504.1288757324219	387.9414978027344
12	bottle	in	door	0.09796539694070816	435.69635009765625	217.76438903808594	449.63739013671875	300.74957275390625	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
14	glass	on	door	0.18431365489959717	436.3954162597656	189.88966369628906	470.0775451660156	326.33203125	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906
15	cabinet	in	room	0.2794913649559021	382.4400939941406	129.37289428710938	504.1288757324219	387.9414978027344	120.72573852539062	0.499298095703125	588.5074462890625	527.7078857421875
16	light	over	door	0.09352092444896698	0.0	6.459743499755859	23.5144100189209	42.315635681152344	15.990890502929688	0.0	164.10755920410156	440.28668212890625
17	door	has	glass	0.14760494232177734	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906	436.3954162597656	189.88966369628906	470.0775451660156	326.33203125
18	glass	on	door	0.20891782641410828	436.3954162597656	189.88966369628906	470.0775451660156	326.33203125	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
19	cabinet	has	door	0.1326034814119339	382.4400939941406	129.37289428710938	504.1288757324219	387.9414978027344	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906
20	door	in	room	0.1529940366744995	102.36750030517578	3.6887664794921875	259.45263671875	431.14129638671875	120.72573852539062	0.499298095703125	588.5074462890625	527.7078857421875
22	box	in	door	0.36544331908226013	433.7206726074219	229.25607299804688	448.9284973144531	317.8134460449219	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906
23	handle	on	door	0.42380616068840027	120.41227722167969	21.071380615234375	156.57704162597656	347.5389099121094	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
25	bottle	in	door	0.09425914287567139	444.1303405761719	221.43092346191406	460.7479553222656	298.896484375	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
26	door	in	room	0.1429813653230667	369.42449951171875	78.18632507324219	564.7803955078125	426.59991455078125	120.72573852539062	0.499298095703125	588.5074462890625	527.7078857421875
27	box	on	pole	0.3811306655406952	61.07152557373047	362.77294921875	111.62433624267578	432.41424560546875	62.534393310546875	36.07994079589844	121.47427368164062	399.66900634765625
28	handle	on	door	0.4595232307910919	138.4477996826172	202.41680908203125	160.91651916503906	429.64801025390625	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
29	door	has	handle	0.08778732270002365	102.36750030517578	3.6887664794921875	259.45263671875	431.14129638671875	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438
30	shelf	on	door	0.13900445401668549	430.15283203125	219.22021484375	475.43023681640625	323.46722412109375	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906
31	handle	on	door	0.32181692123413086	138.4477996826172	202.41680908203125	160.91651916503906	429.64801025390625	123.47358703613281	13.591552734375	160.20887756347656	422.8250732421875
32	pole	near	door	0.07983818650245667	62.534393310546875	36.07994079589844	121.47427368164062	399.66900634765625	102.36750030517578	3.6887664794921875	259.45263671875	431.14129638671875
33	door	on	house	0.2610589861869812	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906	0.0	0.0	571.9081420898438	483.9395446777344
35	handle	on	door	0.27224406599998474	120.41227722167969	21.071380615234375	156.57704162597656	347.5389099121094	15.990890502929688	0.0	164.10755920410156	440.28668212890625
36	light	on	door	0.11071684956550598	154.14854431152344	1.0293769836425781	171.0409393310547	50.346458435058594	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
37	handle	on	door	0.3647106885910034	138.4477996826172	202.41680908203125	160.91651916503906	429.64801025390625	15.990890502929688	0.0	164.10755920410156	440.28668212890625
38	shelf	on	door	0.14825645089149475	430.15283203125	219.22021484375	475.43023681640625	323.46722412109375	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
39	door	has	handle	0.1586514562368393	123.47358703613281	13.591552734375	160.20887756347656	422.8250732421875	120.41227722167969	21.071380615234375	156.57704162597656	347.5389099121094
40	light	above	door	0.08436522632837296	154.14854431152344	1.0293769836425781	171.0409393310547	50.346458435058594	123.47358703613281	13.591552734375	160.20887756347656	422.8250732421875
41	door	on	cabinet	0.3110457956790924	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906	152.0894775390625	32.17744445800781	544.3258666992188	472.57147216796875
42	handle	on	door	0.43813174962997437	142.12374877929688	72.07970428466797	160.54644775390625	316.0567932128906	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
43	light	over	door	0.12169916927814484	154.14854431152344	1.0293769836425781	171.0409393310547	50.346458435058594	15.990890502929688	0.0	164.10755920410156	440.28668212890625
44	box	on	pole	0.07730546593666077	12.346456527709961	208.80111694335938	63.71276092529297	334.0487976074219	62.534393310546875	36.07994079589844	121.47427368164062	399.66900634765625
45	pole	for	surfboard	0.10659792274236679	62.534393310546875	36.07994079589844	121.47427368164062	399.66900634765625	64.97732543945312	34.842498779296875	128.04859924316406	400.1806945800781
46	handle	on	door	0.12371338903903961	120.41227722167969	21.071380615234375	156.57704162597656	347.5389099121094	123.47358703613281	13.591552734375	160.20887756347656	422.8250732421875
48	box	in	door	0.30152034759521484	434.0354919433594	188.7455596923828	470.6579284667969	320.90863037109375	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906
49	handle	on	door	0.2532523572444916	142.12374877929688	72.07970428466797	160.54644775390625	316.0567932128906	123.47358703613281	13.591552734375	160.20887756347656	422.8250732421875
50	door	on	house	0.22561854124069214	15.990890502929688	0.0	164.10755920410156	440.28668212890625	0.0	0.0	571.9081420898438	483.9395446777344
52	shelf	on	door	0.18428729474544525	439.2608642578125	232.58615112304688	464.42584228515625	278.1873779296875	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906
53	bottle	on	cabinet	0.08715958148241043	435.69635009765625	217.76438903808594	449.63739013671875	300.74957275390625	382.4400939941406	129.37289428710938	504.1288757324219	387.9414978027344
54	handle	on	door	0.34842583537101746	142.12374877929688	72.07970428466797	160.54644775390625	316.0567932128906	15.990890502929688	0.0	164.10755920410156	440.28668212890625
55	door	on	house	0.15854035317897797	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625	0.0	0.0	571.9081420898438	483.9395446777344
56	box	in	room	0.22987061738967896	384.8413391113281	123.24186706542969	503.1609802246094	370.2294921875	120.72573852539062	0.499298095703125	588.5074462890625	527.7078857421875
57	box	in	door	0.09442272037267685	433.7206726074219	229.25607299804688	448.9284973144531	317.8134460449219	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
58	door	on	house	0.11005160212516785	123.47358703613281	13.591552734375	160.20887756347656	422.8250732421875	0.0	0.0	571.9081420898438	483.9395446777344
59	bottle	in	door	0.061118368059396744	435.69635009765625	217.76438903808594	449.63739013671875	300.74957275390625	369.42449951171875	78.18632507324219	564.7803955078125	426.59991455078125
60	door	has	handle	0.1822323501110077	123.47358703613281	13.591552734375	160.20887756347656	422.8250732421875	142.12374877929688	72.07970428466797	160.54644775390625	316.0567932128906
61	glass	on	cabinet	0.207128643989563	436.3954162597656	189.88966369628906	470.0775451660156	326.33203125	382.4400939941406	129.37289428710938	504.1288757324219	387.9414978027344
62	door	on	house	0.1953100711107254	123.47358703613281	13.591552734375	160.20887756347656	422.8250732421875	0.9190673828125	17.857421875	169.3686981201172	462.41693115234375
63	handle	on	door	0.35853102803230286	120.41227722167969	21.071380615234375	156.57704162597656	347.5389099121094	102.36750030517578	3.6887664794921875	259.45263671875	431.14129638671875
64	bottle	on	shelf	0.12435831129550934	435.69635009765625	217.76438903808594	449.63739013671875	300.74957275390625	430.15283203125	219.22021484375	475.43023681640625	323.46722412109375
65	pole	in front of	banana	0.1306675225496292	62.534393310546875	36.07994079589844	121.47427368164062	399.66900634765625	56.22425842285156	53.24601745605469	125.38984680175781	391.8736572265625
66	glass	on	door	0.1572006791830063	436.3954162597656	189.88966369628906	470.0775451660156	326.33203125	369.42449951171875	78.18632507324219	564.7803955078125	426.59991455078125
67	door	on	house	0.27107685804367065	15.990890502929688	0.0	164.10755920410156	440.28668212890625	0.9190673828125	17.857421875	169.3686981201172	462.41693115234375
68	door	has	handle	0.09039314836263657	15.990890502929688	0.0	164.10755920410156	440.28668212890625	120.41227722167969	21.071380615234375	156.57704162597656	347.5389099121094
69	window	in	room	0.18438035249710083	129.26942443847656	11.372451782226562	531.3006591796875	412.37640380859375	120.72573852539062	0.499298095703125	588.5074462890625	527.7078857421875
70	handle	on	pole	0.1674535572528839	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438	65.44123077392578	0.0	206.52908325195312	506.2479248046875
71	window	on	door	0.15148542821407318	129.26942443847656	11.372451782226562	531.3006591796875	412.37640380859375	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
72	table	in	room	0.24963226914405823	255.84417724609375	41.259674072265625	503.04193115234375	397.1060485839844	120.72573852539062	0.499298095703125	588.5074462890625	527.7078857421875
73	handle	on	door	0.24557118117809296	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438	143.5155029296875	34.937530517578125	179.65841674804688	454.1178894042969
75	bottle	in	cabinet	0.0991492047905922	444.1303405761719	221.43092346191406	460.7479553222656	298.896484375	382.4400939941406	129.37289428710938	504.1288757324219	387.9414978027344
76	shelf	on	door	0.14695347845554352	439.2608642578125	232.58615112304688	464.42584228515625	278.1873779296875	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
77	box	in	door	0.13605612516403198	384.8413391113281	123.24186706542969	503.1609802246094	370.2294921875	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
78	bottle	on	shelf	0.2011953741312027	444.1303405761719	221.43092346191406	460.7479553222656	298.896484375	430.15283203125	219.22021484375	475.43023681640625	323.46722412109375
80	handle	on	door	0.14507414400577545	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438	141.73196411132812	181.89871215820312	158.0037841796875	260.68475341796875
81	door	on	table	0.10256551951169968	414.6524963378906	157.24374389648438	478.8609313964844	355.8517150878906	255.84417724609375	41.259674072265625	503.04193115234375	397.1060485839844
82	light	over	door	0.11183574795722961	2.9889450073242188	4.943733215332031	74.63854217529297	53.068443298339844	15.990890502929688	0.0	164.10755920410156	440.28668212890625
83	handle	on	door	0.29043981432914734	138.4477996826172	202.41680908203125	160.91651916503906	429.64801025390625	102.36750030517578	3.6887664794921875	259.45263671875	431.14129638671875
84	handle	on	cabinet	0.1570659875869751	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438	20.828208923339844	140.0863494873047	154.42221069335938	434.9805908203125
85	handle	on	window	0.11248274892568588	140.9657440185547	196.0068359375	156.84251403808594	243.58309936523438	129.26942443847656	11.372451782226562	531.3006591796875	412.37640380859375
86	light	on	door	0.10580112785100937	154.14854431152344	1.0293769836425781	171.0409393310547	50.346458435058594	102.36750030517578	3.6887664794921875	259.45263671875	431.14129638671875
87	bottle	on	table	0.3001633584499359	435.69635009765625	217.76438903808594	449.63739013671875	300.74957275390625	255.84417724609375	41.259674072265625	503.04193115234375	397.1060485839844
88	door	on	house	0.12127628177404404	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625	0.9190673828125	17.857421875	169.3686981201172	462.41693115234375
89	box	in	door	0.12831948697566986	434.0354919433594	188.7455596923828	470.6579284667969	320.90863037109375	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
90	board	on	door	0.08098488301038742	17.26181411743164	196.45809936523438	91.04328918457031	340.6283264160156	15.990890502929688	0.0	164.10755920410156	440.28668212890625
91	shelf	on	door	0.15429307520389557	15.334877014160156	6.904144287109375	151.81103515625	426.236572265625	15.990890502929688	0.0	164.10755920410156	440.28668212890625
92	board	on	pole	0.072871632874012	17.26181411743164	196.45809936523438	91.04328918457031	340.6283264160156	62.534393310546875	36.07994079589844	121.47427368164062	399.66900634765625
93	door	on	cabinet	0.08939612656831741	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625	152.0894775390625	32.17744445800781	544.3258666992188	472.57147216796875
96	bottle	in	door	0.04442456364631653	444.1303405761719	221.43092346191406	460.7479553222656	298.896484375	369.42449951171875	78.18632507324219	564.7803955078125	426.59991455078125
97	light	on	shelf	0.19698238372802734	0.0	6.459743499755859	23.5144100189209	42.315635681152344	15.334877014160156	6.904144287109375	151.81103515625	426.236572265625
98	table	in	door	0.09751953929662704	255.84417724609375	41.259674072265625	503.04193115234375	397.1060485839844	119.42900085449219	25.959274291992188	532.6618041992188	466.5552978515625
99	door	has	handle	0.09426640719175339	15.990890502929688	0.0	164.10755920410156	440.28668212890625	142.12374877929688	72.07970428466797	160.54644775390625	316.0567932128906
100	box	in	room	0.10587595403194427	434.0354919433594	188.7455596923828	470.6579284667969	320.90863037109375	120.72573852539062	0.499298095703125	588.5074462890625	527.7078857421875
101	handle	on	door	0.3245253264904022	142.12374877929688	72.07970428466797	160.54644775390625	316.0567932128906	102.36750030517578	3.6887664794921875	259.45263671875	431.14129638671875
