	obj1	predicate	obj2	prob	obj1_1	obj1_2	obj1_3	obj1_4	obj2_1	obj2_2	obj2_3	obj2_4
0	door	in	room	0.11723052710294724	200.5613250732422	177.53936767578125	279.5909423828125	295.8379211425781	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
1	building	in	room	0.13732005655765533	26.451141357421875	13.94146728515625	440.9712219238281	380.2156677246094	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
2	light	in	room	0.08215924352407455	227.5032196044922	107.35747528076172	266.8547668457031	122.81681060791016	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
3	door	on	house	0.1819760501384735	200.5613250732422	177.53936767578125	279.5909423828125	295.8379211425781	31.962554931640625	0.0	480.7558288574219	496.6354675292969
4	roof	of	room	0.23904332518577576	35.60198974609375	269.6879577636719	481.95751953125	427.6813049316406	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
5	door	on	boat	0.21698234975337982	200.5613250732422	177.53936767578125	279.5909423828125	295.8379211425781	10.8448486328125	219.05441284179688	507.13348388671875	421.3788146972656
7	pole	in	room	0.30643558502197266	200.2909393310547	270.5725402832031	477.829833984375	423.4178771972656	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
8	door	in	room	0.18887805938720703	166.86001586914062	184.62857055664062	338.8759460449219	402.0384216308594	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
9	sign	on	boat	0.5569289922714233	169.67222595214844	340.6075134277344	304.85369873046875	367.7764587402344	10.8448486328125	219.05441284179688	507.13348388671875	421.3788146972656
10	cabinet	has	door	0.28866660594940186	201.84512329101562	188.77638244628906	288.64447021484375	274.370361328125	249.9623260498047	192.12948608398438	276.8330078125	267.7748107910156
11	box	on	boat	0.5986652374267578	177.58734130859375	339.5783996582031	298.0606689453125	368.7008972167969	10.8448486328125	219.05441284179688	507.13348388671875	421.3788146972656
12	room	of	house	0.09680935740470886	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625	31.962554931640625	0.0	480.7558288574219	496.6354675292969
13	door	in	room	0.05562658607959747	249.9623260498047	192.12948608398438	276.8330078125	267.7748107910156	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
15	roof	of	room	0.25878188014030457	19.638595581054688	5.0369110107421875	446.1148681640625	175.25343322753906	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
16	sign	on	door	0.4711593687534332	169.67222595214844	340.6075134277344	304.85369873046875	367.7764587402344	166.86001586914062	184.62857055664062	338.8759460449219	402.0384216308594
17	box	in	room	0.09354442358016968	177.58734130859375	339.5783996582031	298.0606689453125	368.7008972167969	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
18	sign	in	room	0.0708865374326706	169.67222595214844	340.6075134277344	304.85369873046875	367.7764587402344	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
19	door	on	train	0.07396382838487625	200.5613250732422	177.53936767578125	279.5909423828125	295.8379211425781	21.750137329101562	149.59925842285156	468.496826171875	413.8082275390625
20	cabinet	has	door	0.3477368652820587	201.84512329101562	188.77638244628906	288.64447021484375	274.370361328125	213.093017578125	197.0635528564453	241.705810546875	249.95875549316406
21	light	on	house	0.09135369211435318	227.5032196044922	107.35747528076172	266.8547668457031	122.81681060791016	31.962554931640625	0.0	480.7558288574219	496.6354675292969
22	door	in	room	0.1378159373998642	11.431083679199219	18.503158569335938	179.75704956054688	400.24365234375	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
23	window	in	room	0.1618615835905075	208.94644165039062	189.95684814453125	279.61199951171875	272.2673034667969	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
24	window	on	door	0.12413391470909119	208.94644165039062	189.95684814453125	279.61199951171875	272.2673034667969	200.5613250732422	177.53936767578125	279.5909423828125	295.8379211425781
26	door	on	house	0.11735210567712784	249.9623260498047	192.12948608398438	276.8330078125	267.7748107910156	31.962554931640625	0.0	480.7558288574219	496.6354675292969
28	door	in	room	0.16153275966644287	22.690963745117188	307.623291015625	486.97406005859375	430.2828369140625	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
29	door	on	cabinet	0.1379108875989914	249.9623260498047	192.12948608398438	276.8330078125	267.7748107910156	201.84512329101562	188.77638244628906	288.64447021484375	274.370361328125
30	door	on	house	0.2729063332080841	166.86001586914062	184.62857055664062	338.8759460449219	402.0384216308594	31.962554931640625	0.0	480.7558288574219	496.6354675292969
31	door	on	house	0.33442801237106323	200.5613250732422	177.53936767578125	279.5909423828125	295.8379211425781	132.28326416015625	103.01223754882812	363.56024169921875	385.239990234375
32	sign	on	pole	0.3718983829021454	169.67222595214844	340.6075134277344	304.85369873046875	367.7764587402344	200.2909393310547	270.5725402832031	477.829833984375	423.4178771972656
34	wire	in	room	0.13028432428836823	52.89093017578125	255.12283325195312	454.9826965332031	383.1567687988281	9.38372802734375	3.020050048828125	573.8822021484375	456.90582275390625
