	obj1	predicate	obj2	prob	obj1_1	obj1_2	obj1_3	obj1_4	obj2_1	obj2_2	obj2_3	obj2_4
0	paper	on	table	0.6959883570671082	314.6474609375	395.6961975097656	401.624755859375	415.3476257324219	239.12713623046875	376.0208740234375	484.825439453125	433.8564453125
1	light	in	room	0.09390862286090851	298.52197265625	29.464282989501953	358.64434814453125	54.6108512878418	42.978668212890625	0.0	547.17431640625	449.62884521484375
2	door	in	room	0.15019099414348602	259.07470703125	187.60379028320312	340.68408203125	339.8702697753906	42.978668212890625	0.0	547.17431640625	449.62884521484375
3	paper	on	table	0.6429824233055115	272.3717346191406	386.856689453125	448.3919982910156	421.6934814453125	239.12713623046875	376.0208740234375	484.825439453125	433.8564453125
4	laptop	on	table	0.41185906529426575	253.50430297851562	379.34918212890625	465.3654479980469	441.91485595703125	239.12713623046875	376.0208740234375	484.825439453125	433.8564453125
5	table	in	room	0.10112593322992325	239.12713623046875	376.0208740234375	484.825439453125	433.8564453125	42.978668212890625	0.0	547.17431640625	449.62884521484375
6	door	in	room	0.0735437273979187	268.75689697265625	206.13133239746094	322.060302734375	267.1769714355469	42.978668212890625	0.0	547.17431640625	449.62884521484375
7	paper	on	table	0.5248717069625854	314.6474609375	395.6961975097656	401.624755859375	415.3476257324219	214.61764526367188	293.52197265625	515.8245849609375	425.453369140625
8	laptop	on	desk	0.6677812337875366	253.50430297851562	379.34918212890625	465.3654479980469	441.91485595703125	228.7523193359375	360.0581359863281	499.0008544921875	461.5440368652344
10	door	in	room	0.10249504446983337	413.9151306152344	81.70599365234375	458.2851867675781	310.4042663574219	42.978668212890625	0.0	547.17431640625	449.62884521484375
11	desk	in	room	0.2095094472169876	167.71566772460938	268.3341064453125	477.3911437988281	424.80572509765625	42.978668212890625	0.0	547.17431640625	449.62884521484375
12	table	in	room	0.12924189865589142	214.61764526367188	293.52197265625	515.8245849609375	425.453369140625	42.978668212890625	0.0	547.17431640625	449.62884521484375
14	paper	on	desk	0.4779769480228424	314.6474609375	395.6961975097656	401.624755859375	415.3476257324219	228.7523193359375	360.0581359863281	499.0008544921875	461.5440368652344
16	door	in	room	0.07513611018657684	337.3373107910156	181.89979553222656	350.1819763183594	265.2264099121094	42.978668212890625	0.0	547.17431640625	449.62884521484375
17	paper	on	table	0.5244989991188049	272.3717346191406	386.856689453125	448.3919982910156	421.6934814453125	214.61764526367188	293.52197265625	515.8245849609375	425.453369140625
18	paper	on	desk	0.5875056385993958	272.3717346191406	386.856689453125	448.3919982910156	421.6934814453125	228.7523193359375	360.0581359863281	499.0008544921875	461.5440368652344
19	door	to	room	0.07422799617052078	450.47802734375	16.262344360351562	583.6368408203125	407.9561767578125	42.978668212890625	0.0	547.17431640625	449.62884521484375
20	desk	in	room	0.09745245426893234	228.7523193359375	360.0581359863281	499.0008544921875	461.5440368652344	42.978668212890625	0.0	547.17431640625	449.62884521484375
21	paper	on	desk	0.3859369456768036	314.6474609375	395.6961975097656	401.624755859375	415.3476257324219	167.71566772460938	268.3341064453125	477.3911437988281	424.80572509765625
22	window	on	door	0.24315257370471954	279.9178771972656	218.52572631835938	309.2129211425781	253.23208618164062	268.75689697265625	206.13133239746094	322.060302734375	267.1769714355469
23	laptop	on	table	0.2658921480178833	253.50430297851562	379.34918212890625	465.3654479980469	441.91485595703125	214.61764526367188	293.52197265625	515.8245849609375	425.453369140625
26	light	on	roof	0.29560789465904236	298.52197265625	29.464282989501953	358.64434814453125	54.6108512878418	174.30174255371094	5.871772766113281	507.17486572265625	162.50466918945312
27	window	in	room	0.15153275430202484	271.6571960449219	212.39443969726562	329.3738098144531	291.5432434082031	42.978668212890625	0.0	547.17431640625	449.62884521484375
29	paper	on	desk	0.44070103764533997	272.3717346191406	386.856689453125	448.3919982910156	421.6934814453125	167.71566772460938	268.3341064453125	477.3911437988281	424.80572509765625
30	box	on	table	0.1706816554069519	241.395751953125	377.8314208984375	490.587646484375	420.91644287109375	239.12713623046875	376.0208740234375	484.825439453125	433.8564453125
31	door	in	room	0.09217842668294907	362.6644592285156	122.75650024414062	429.3789367675781	305.5964050292969	42.978668212890625	0.0	547.17431640625	449.62884521484375
32	light	on	tile	0.3177373707294464	298.52197265625	29.464282989501953	358.64434814453125	54.6108512878418	195.58645629882812	28.14514923095703	429.5340270996094	266.34368896484375
33	laptop	on	desk	0.2638114392757416	253.50430297851562	379.34918212890625	465.3654479980469	441.91485595703125	167.71566772460938	268.3341064453125	477.3911437988281	424.80572509765625
35	roof	of	room	0.23186811804771423	174.30174255371094	5.871772766113281	507.17486572265625	162.50466918945312	42.978668212890625	0.0	547.17431640625	449.62884521484375
37	window	on	door	0.15638874471187592	271.6571960449219	212.39443969726562	329.3738098144531	291.5432434082031	259.07470703125	187.60379028320312	340.68408203125	339.8702697753906
38	window	on	door	0.18004432320594788	279.9178771972656	218.52572631835938	309.2129211425781	253.23208618164062	259.07470703125	187.60379028320312	340.68408203125	339.8702697753906
39	window	in	room	0.10902035236358643	279.9178771972656	218.52572631835938	309.2129211425781	253.23208618164062	42.978668212890625	0.0	547.17431640625	449.62884521484375
40	laptop	on	table	0.6014553904533386	253.50430297851562	379.34918212890625	465.3654479980469	441.91485595703125	203.30201721191406	360.50054931640625	572.8804321289062	533.5569458007812
41	light	on	house	0.1167268231511116	298.52197265625	29.464282989501953	358.64434814453125	54.6108512878418	25.937744140625	0.0	570.044921875	461.4155578613281
42	box	on	table	0.24139291048049927	241.395751953125	377.8314208984375	490.587646484375	420.91644287109375	214.61764526367188	293.52197265625	515.8245849609375	425.453369140625
43	light	on	cabinet	0.24012425541877747	298.52197265625	29.464282989501953	358.64434814453125	54.6108512878418	255.5966339111328	47.53715515136719	465.72467041015625	331.9466552734375
44	building	has	door	0.09461883455514908	57.284393310546875	0.0	576.66748046875	436.5831298828125	413.9151306152344	81.70599365234375	458.2851867675781	310.4042663574219
45	paper	on	laptop	0.10620003193616867	314.6474609375	395.6961975097656	401.624755859375	415.3476257324219	253.50430297851562	379.34918212890625	465.3654479980469	441.91485595703125
46	door	in	room	0.05620046705007553	246.57164001464844	191.4943084716797	258.7369079589844	266.7682189941406	42.978668212890625	0.0	547.17431640625	449.62884521484375
47	box	on	desk	0.27687495946884155	241.395751953125	377.8314208984375	490.587646484375	420.91644287109375	228.7523193359375	360.0581359863281	499.0008544921875	461.5440368652344
50	door	on	cabinet	0.24055738747119904	268.75689697265625	206.13133239746094	322.060302734375	267.1769714355469	252.86569213867188	179.73655700683594	354.7971496582031	305.17510986328125
51	toilet	in	room	0.5568019151687622	133.57579040527344	13.878509521484375	369.3087158203125	418.7167053222656	42.978668212890625	0.0	547.17431640625	449.62884521484375
53	paper	on	box	0.1875150501728058	314.6474609375	395.6961975097656	401.624755859375	415.3476257324219	241.395751953125	377.8314208984375	490.587646484375	420.91644287109375
54	building	has	door	0.08900555223226547	57.284393310546875	0.0	576.66748046875	436.5831298828125	450.47802734375	16.262344360351562	583.6368408203125	407.9561767578125
55	cabinet	in	room	0.2005702555179596	252.86569213867188	179.73655700683594	354.7971496582031	305.17510986328125	42.978668212890625	0.0	547.17431640625	449.62884521484375
56	paper	on	table	0.3282304108142853	314.6474609375	395.6961975097656	401.624755859375	415.3476257324219	203.30201721191406	360.50054931640625	572.8804321289062	533.5569458007812
58	door	on	house	0.15232591331005096	259.07470703125	187.60379028320312	340.68408203125	339.8702697753906	25.937744140625	0.0	570.044921875	461.4155578613281
59	door	in	room	0.05570479854941368	323.0628356933594	193.74717712402344	337.1250305175781	268.3355712890625	42.978668212890625	0.0	547.17431640625	449.62884521484375
61	chair	in	room	0.136680468916893	261.90228271484375	374.69952392578125	464.763671875	432.92462158203125	42.978668212890625	0.0	547.17431640625	449.62884521484375
62	door	has	window	0.06073212996125221	268.75689697265625	206.13133239746094	322.060302734375	267.1769714355469	279.9178771972656	218.52572631835938	309.2129211425781	253.23208618164062
