	obj1	predicate	obj2	prob	obj1_1	obj1_2	obj1_3	obj1_4	obj2_1	obj2_2	obj2_3	obj2_4
0	handle	on	door	0.31747549772262573	178.55223083496094	210.30368041992188	190.3489532470703	279.61334228515625	13.291885375976562	33.68229675292969	183.51573181152344	445.990478515625
1	door	to	room	0.04775848612189293	197.89605712890625	147.01051330566406	228.932861328125	293.84014892578125	8.753387451171875	5.237762451171875	575.588623046875	455.9416809082031
2	door	in	room	0.07618813216686249	13.291885375976562	33.68229675292969	183.51573181152344	445.990478515625	8.753387451171875	5.237762451171875	575.588623046875	455.9416809082031
3	handle	on	door	0.2157313972711563	178.55223083496094	210.30368041992188	190.3489532470703	279.61334228515625	175.03182983398438	77.77168273925781	555.64453125	445.98187255859375
6	cabinet	has	door	0.18857276439666748	190.6349639892578	130.22509765625	238.5850372314453	301.1705017089844	197.89605712890625	147.01051330566406	228.932861328125	293.84014892578125
7	door	in	room	0.06333357095718384	197.89605712890625	147.01051330566406	228.932861328125	293.84014892578125	177.12979125976562	123.06146240234375	396.8333435058594	372.73370361328125
8	door	on	cabinet	0.1802244633436203	197.89605712890625	147.01051330566406	228.932861328125	293.84014892578125	190.6349639892578	130.22509765625	238.5850372314453	301.1705017089844
9	roof	of	room	0.1670386642217636	81.74057006835938	5.300514221191406	503.0550842285156	66.60283660888672	8.753387451171875	5.237762451171875	575.588623046875	455.9416809082031
10	door	in	room	0.10700107365846634	188.76223754882812	108.07266998291016	378.4480895996094	295.69415283203125	8.753387451171875	5.237762451171875	575.588623046875	455.9416809082031
11	box	on	table	0.18375183641910553	349.6506652832031	254.0978240966797	372.6904602050781	299.15948486328125	169.53488159179688	286.0058898925781	539.7626953125	427.2504577636719
12	handle	on	door	0.10389414429664612	191.57276916503906	177.9661865234375	202.71730041503906	280.8521423339844	197.89605712890625	147.01051330566406	228.932861328125	293.84014892578125
13	tile	on	table	0.10063978284597397	205.75442504882812	283.3462829589844	337.1958312988281	311.6070251464844	169.53488159179688	286.0058898925781	539.7626953125	427.2504577636719
14	tile	on	desk	0.13889244198799133	205.75442504882812	283.3462829589844	337.1958312988281	311.6070251464844	131.55067443847656	273.4548645019531	520.8896484375	423.9030456542969
15	box	on	counter	0.23334237933158875	349.6506652832031	254.0978240966797	372.6904602050781	299.15948486328125	137.8413543701172	288.7566833496094	525.9527587890625	428.8979797363281
