	obj1	predicate	obj2	prob	obj1_1	obj1_2	obj1_3	obj1_4	obj2_1	obj2_2	obj2_3	obj2_4
2	door	in	room	0.0671481192111969	344.1644287109375	151.0554656982422	431.234619140625	315.0257568359375	11.081695556640625	12.253128051757812	571.849609375	461.2296142578125
3	handle	on	door	0.4427104890346527	148.15786743164062	85.97990417480469	166.36196899414062	133.3565673828125	1.360076904296875	0.0	179.34559631347656	426.81610107421875
5	door	in	room	0.0856097936630249	1.360076904296875	0.0	179.34559631347656	426.81610107421875	11.081695556640625	12.253128051757812	571.849609375	461.2296142578125
6	light	in	room	0.06799130141735077	340.7025146484375	57.47356414794922	393.55706787109375	78.55370330810547	11.081695556640625	12.253128051757812	571.849609375	461.2296142578125
7	handle	on	door	0.45669886469841003	133.50428771972656	166.21043395996094	148.6206817626953	196.2038116455078	1.360076904296875	0.0	179.34559631347656	426.81610107421875
8	door	on	train	0.3159095048904419	344.1644287109375	151.0554656982422	431.234619140625	315.0257568359375	103.23858642578125	2.511138916015625	583.2388916015625	515.537841796875
9	door	on	train	0.3041994273662567	170.5420379638672	0.0	232.35459899902344	410.577392578125	103.23858642578125	2.511138916015625	583.2388916015625	515.537841796875
10	door	to	room	0.04951391741633415	170.5420379638672	0.0	232.35459899902344	410.577392578125	11.081695556640625	12.253128051757812	571.849609375	461.2296142578125
11	light	on	train	0.2945292890071869	340.7025146484375	57.47356414794922	393.55706787109375	78.55370330810547	103.23858642578125	2.511138916015625	583.2388916015625	515.537841796875
12	door	on	train	0.3441540598869324	497.135498046875	0.0	581.7718505859375	418.14422607421875	103.23858642578125	2.511138916015625	583.2388916015625	515.537841796875
14	plate	on	door	0.33471885323524475	564.4169921875	61.902587890625	590.1949462890625	108.33096313476562	497.135498046875	0.0	581.7718505859375	418.14422607421875
16	building	has	door	0.09506940096616745	48.445465087890625	0.0	591.0	456.6497497558594	497.135498046875	0.0	581.7718505859375	418.14422607421875
17	door	on	train	0.29268383979797363	170.5420379638672	0.0	232.35459899902344	410.577392578125	20.10228729248047	3.718902587890625	272.5450439453125	423.5499572753906
18	door	in	room	0.05584428459405899	175.3106689453125	33.86187744140625	191.58944702148438	313.7502746582031	11.081695556640625	12.253128051757812	571.849609375	461.2296142578125
20	door	in	room	0.09059517085552216	253.609375	108.62867736816406	310.6435546875	326.802978515625	11.081695556640625	12.253128051757812	571.849609375	461.2296142578125
21	handle	on	door	0.38075658679008484	159.74354553222656	73.12702178955078	173.63600158691406	135.3689422607422	1.360076904296875	0.0	179.34559631347656	426.81610107421875
23	door	on	train	0.08345247060060501	1.360076904296875	0.0	179.34559631347656	426.81610107421875	103.23858642578125	2.511138916015625	583.2388916015625	515.537841796875
24	door	on	train	0.1886194795370102	175.3106689453125	33.86187744140625	191.58944702148438	313.7502746582031	103.23858642578125	2.511138916015625	583.2388916015625	515.537841796875
25	letter	on	board	0.5107772946357727	344.64105224609375	362.11016845703125	414.08648681640625	382.2166748046875	254.59384155273438	336.1224060058594	488.2507629394531	398.7073669433594
26	roof	of	room	0.26529181003570557	77.94148254394531	0.0	564.121826171875	111.14189147949219	11.081695556640625	12.253128051757812	571.849609375	461.2296142578125
27	light	on	roof	0.18811248242855072	340.7025146484375	57.47356414794922	393.55706787109375	78.55370330810547	77.94148254394531	0.0	564.121826171875	111.14189147949219
28	light	on	table	0.40876060724258423	372.75445556640625	409.2688903808594	404.531982421875	434.3582458496094	223.0098114013672	323.0721740722656	511.85516357421875	430.9507141113281
29	light	on	door	0.05648535490036011	340.7025146484375	57.47356414794922	393.55706787109375	78.55370330810547	193.060302734375	33.77018737792969	547.7410888671875	504.3887939453125
30	light	on	tile	0.4663413166999817	340.7025146484375	57.47356414794922	393.55706787109375	78.55370330810547	241.82077026367188	13.804100036621094	513.9482421875	132.9202880859375
31	drawer	on	table	0.29871276021003723	260.0423889160156	345.7899169921875	500.2316589355469	400.37823486328125	223.0098114013672	323.0721740722656	511.85516357421875	430.9507141113281
32	door	on	train	0.2824948728084564	253.609375	108.62867736816406	310.6435546875	326.802978515625	103.23858642578125	2.511138916015625	583.2388916015625	515.537841796875
33	light	on	tile	0.2847602069377899	340.7025146484375	57.47356414794922	393.55706787109375	78.55370330810547	251.56008911132812	50.44537353515625	466.5175476074219	323.94293212890625
36	door	on	train	0.2979818880558014	175.3106689453125	33.86187744140625	191.58944702148438	313.7502746582031	20.10228729248047	3.718902587890625	272.5450439453125	423.5499572753906
37	letter	on	table	0.23073875904083252	344.64105224609375	362.11016845703125	414.08648681640625	382.2166748046875	223.0098114013672	323.0721740722656	511.85516357421875	430.9507141113281
38	paper	on	door	0.0503057986497879	328.9827575683594	186.441650390625	348.6352233886719	245.126953125	344.1644287109375	151.0554656982422	431.234619140625	315.0257568359375
39	light	on	train	0.30500927567481995	372.75445556640625	409.2688903808594	404.531982421875	434.3582458496094	103.23858642578125	2.511138916015625	583.2388916015625	515.537841796875
40	letter	on	sign	0.4162358045578003	344.64105224609375	362.11016845703125	414.08648681640625	382.2166748046875	269.2821960449219	347.3825378417969	481.5957946777344	400.2146911621094
41	letter	on	door	0.49471989274024963	344.64105224609375	362.11016845703125	414.08648681640625	382.2166748046875	234.44749450683594	279.36810302734375	509.21197509765625	417.48187255859375
42	building	behind	train	0.11752188950777054	48.445465087890625	0.0	591.0	456.6497497558594	103.23858642578125	2.511138916015625	583.2388916015625	515.537841796875
43	board	on	table	0.34671154618263245	254.59384155273438	336.1224060058594	488.2507629394531	398.7073669433594	223.0098114013672	323.0721740722656	511.85516357421875	430.9507141113281
