	obj1	predicate	obj2	prob	obj1_1	obj1_2	obj1_3	obj1_4	obj2_1	obj2_2	obj2_3	obj2_4
0	door	in	room	0.15217722952365875	18.022071838378906	11.82916259765625	210.21902465820312	433.4164733886719	15.73370361328125	0.0	591.0	477.29205322265625
1	door	in	room	0.11955618113279343	215.0670166015625	3.6082000732421875	358.686279296875	459.11492919921875	15.73370361328125	0.0	591.0	477.29205322265625
2	door	in	room	0.1058979257941246	361.47314453125	7.736328125	558.123046875	437.62554931640625	15.73370361328125	0.0	591.0	477.29205322265625
3	door	in	room	0.08355854451656342	192.1541748046875	29.570480346679688	227.760498046875	455.86004638671875	15.73370361328125	0.0	591.0	477.29205322265625
4	door	in	room	0.042705126106739044	12.225112915039062	7.8428802490234375	47.5735969543457	422.00103759765625	15.73370361328125	0.0	591.0	477.29205322265625
5	door	in	room	0.12053246796131134	535.5501708984375	0.0	577.4647216796875	414.6604919433594	15.73370361328125	0.0	591.0	477.29205322265625
6	door	in	room	0.09803543239831924	355.631591796875	3.908355712890625	412.8848876953125	432.77838134765625	15.73370361328125	0.0	591.0	477.29205322265625
7	door	in	room	0.06796618551015854	53.113555908203125	0.0	510.7716979980469	504.2545166015625	15.73370361328125	0.0	591.0	477.29205322265625
8	board	in	room	0.2118932008743286	473.7394104003906	3.3895263671875	566.8392333984375	418.51385498046875	15.73370361328125	0.0	591.0	477.29205322265625
9	light	near	door	0.05345551669597626	191.5451202392578	77.40499114990234	220.1008758544922	98.83332061767578	18.022071838378906	11.82916259765625	210.21902465820312	433.4164733886719
10	light	on	door	0.07918792217969894	191.5451202392578	77.40499114990234	220.1008758544922	98.83332061767578	192.1541748046875	29.570480346679688	227.760498046875	455.86004638671875
11	light	in	room	0.09143611043691635	191.5451202392578	77.40499114990234	220.1008758544922	98.83332061767578	15.73370361328125	0.0	591.0	477.29205322265625
12	window	on	door	0.17488504946231842	3.818296432495117	4.040283203125	41.86927795410156	423.31732177734375	12.225112915039062	7.8428802490234375	47.5735969543457	422.00103759765625
13	light	on	door	0.06598793715238571	191.5451202392578	77.40499114990234	220.1008758544922	98.83332061767578	53.113555908203125	0.0	510.7716979980469	504.2545166015625
14	window	in	room	0.22077952325344086	460.51318359375	4.1193389892578125	560.5901489257812	406.47430419921875	15.73370361328125	0.0	591.0	477.29205322265625
15	window	on	door	0.1570691168308258	460.51318359375	4.1193389892578125	560.5901489257812	406.47430419921875	361.47314453125	7.736328125	558.123046875	437.62554931640625
16	door	on	train	0.26414647698402405	215.0670166015625	3.6082000732421875	358.686279296875	459.11492919921875	32.558624267578125	0.0	591.0	483.95770263671875
17	door	in	room	0.07463440299034119	190.01235961914062	316.6308288574219	229.26715087890625	429.1516418457031	15.73370361328125	0.0	591.0	477.29205322265625
18	door	on	cabinet	0.24404376745224	192.1541748046875	29.570480346679688	227.760498046875	455.86004638671875	18.593475341796875	0.0	221.3948974609375	523.4974975585938
19	door	on	cabinet	0.10413091629743576	192.1541748046875	29.570480346679688	227.760498046875	455.86004638671875	186.90208435058594	8.32916259765625	223.18296813964844	446.66473388671875
20	door	on	train	0.3257453143596649	361.47314453125	7.736328125	558.123046875	437.62554931640625	32.558624267578125	0.0	591.0	483.95770263671875
21	door	on	cabinet	0.14564554393291473	12.225112915039062	7.8428802490234375	47.5735969543457	422.00103759765625	8.452760696411133	1.188720703125	49.03864288330078	444.2486267089844
22	cabinet	has	door	0.13548511266708374	18.593475341796875	0.0	221.3948974609375	523.4974975585938	18.022071838378906	11.82916259765625	210.21902465820312	433.4164733886719
23	window	on	door	0.08458085358142853	3.818296432495117	4.040283203125	41.86927795410156	423.31732177734375	18.022071838378906	11.82916259765625	210.21902465820312	433.4164733886719
24	door	on	train	0.21280065178871155	18.022071838378906	11.82916259765625	210.21902465820312	433.4164733886719	32.558624267578125	0.0	591.0	483.95770263671875
25	door	of	room	0.0701245442032814	361.47314453125	7.736328125	558.123046875	437.62554931640625	364.7549743652344	5.5520782470703125	505.0125427246094	432.230224609375
26	door	on	train	0.2456669807434082	192.1541748046875	29.570480346679688	227.760498046875	455.86004638671875	32.558624267578125	0.0	591.0	483.95770263671875
27	board	in	room	0.11762337386608124	546.958740234375	0.0	583.587890625	424.1681213378906	15.73370361328125	0.0	591.0	477.29205322265625
28	window	on	door	0.17110662162303925	3.818296432495117	4.040283203125	41.86927795410156	423.31732177734375	53.113555908203125	0.0	510.7716979980469	504.2545166015625
29	door	on	cabinet	0.12208686769008636	12.225112915039062	7.8428802490234375	47.5735969543457	422.00103759765625	18.593475341796875	0.0	221.3948974609375	523.4974975585938
30	cabinet	has	door	0.07872608304023743	8.452760696411133	1.188720703125	49.03864288330078	444.2486267089844	12.225112915039062	7.8428802490234375	47.5735969543457	422.00103759765625
31	door	on	cabinet	0.14681532979011536	361.47314453125	7.736328125	558.123046875	437.62554931640625	219.01065063476562	0.0	549.7518310546875	497.9197692871094
32	pole	in	room	0.09959099441766739	357.4220275878906	1.9936065673828125	387.6202087402344	433.97418212890625	15.73370361328125	0.0	591.0	477.29205322265625
33	door	on	cabinet	0.06994343549013138	18.022071838378906	11.82916259765625	210.21902465820312	433.4164733886719	18.593475341796875	0.0	221.3948974609375	523.4974975585938
34	light	on	cabinet	0.17686933279037476	191.5451202392578	77.40499114990234	220.1008758544922	98.83332061767578	186.90208435058594	8.32916259765625	223.18296813964844	446.66473388671875
35	cabinet	has	door	0.10418779402971268	18.593475341796875	0.0	221.3948974609375	523.4974975585938	192.1541748046875	29.570480346679688	227.760498046875	455.86004638671875
36	door	on	cabinet	0.09607338905334473	215.0670166015625	3.6082000732421875	358.686279296875	459.11492919921875	219.01065063476562	0.0	549.7518310546875	497.9197692871094
37	cabinet	has	door	0.04963316768407822	8.452760696411133	1.188720703125	49.03864288330078	444.2486267089844	18.022071838378906	11.82916259765625	210.21902465820312	433.4164733886719
38	door	has	window	0.05274524539709091	12.225112915039062	7.8428802490234375	47.5735969543457	422.00103759765625	3.818296432495117	4.040283203125	41.86927795410156	423.31732177734375
39	window	in	room	0.1729951649904251	537.013916015625	0.0	588.1824951171875	395.726318359375	15.73370361328125	0.0	591.0	477.29205322265625
40	board	in	room	0.15303556621074677	36.45075225830078	0.0	191.769775390625	465.6552734375	15.73370361328125	0.0	591.0	477.29205322265625
41	cabinet	has	door	0.0759209543466568	18.593475341796875	0.0	221.3948974609375	523.4974975585938	12.225112915039062	7.8428802490234375	47.5735969543457	422.00103759765625
42	window	on	door	0.1261032372713089	537.013916015625	0.0	588.1824951171875	395.726318359375	361.47314453125	7.736328125	558.123046875	437.62554931640625
43	door	in	room	0.060393866151571274	26.554306030273438	98.55088806152344	49.823516845703125	146.73878479003906	15.73370361328125	0.0	591.0	477.29205322265625
44	door	on	cabinet	0.10268387198448181	192.1541748046875	29.570480346679688	227.760498046875	455.86004638671875	219.01065063476562	0.0	549.7518310546875	497.9197692871094
45	door	in	room	0.08326469361782074	355.631591796875	3.908355712890625	412.8848876953125	432.77838134765625	364.7549743652344	5.5520782470703125	505.0125427246094	432.230224609375
46	light	on	cabinet	0.22422939538955688	191.5451202392578	77.40499114990234	220.1008758544922	98.83332061767578	18.593475341796875	0.0	221.3948974609375	523.4974975585938
47	window	on	door	0.07032870501279831	460.51318359375	4.1193389892578125	560.5901489257812	406.47430419921875	53.113555908203125	0.0	510.7716979980469	504.2545166015625
48	door	on	cabinet	0.047156836837530136	53.113555908203125	0.0	510.7716979980469	504.2545166015625	186.90208435058594	8.32916259765625	223.18296813964844	446.66473388671875
49	door	on	train	0.2428368479013443	355.631591796875	3.908355712890625	412.8848876953125	432.77838134765625	32.558624267578125	0.0	591.0	483.95770263671875
50	door	on	cabinet	0.06549838185310364	361.47314453125	7.736328125	558.123046875	437.62554931640625	541.8485107421875	0.0	583.41162109375	433.87841796875
51	light	on	train	0.3129231631755829	191.5451202392578	77.40499114990234	220.1008758544922	98.83332061767578	32.558624267578125	0.0	591.0	483.95770263671875
52	door	on	train	0.1554734855890274	53.113555908203125	0.0	510.7716979980469	504.2545166015625	32.558624267578125	0.0	591.0	483.95770263671875
53	door	on	train	0.2549000084400177	535.5501708984375	0.0	577.4647216796875	414.6604919433594	32.558624267578125	0.0	591.0	483.95770263671875
54	window	on	door	0.08681052178144455	460.51318359375	4.1193389892578125	560.5901489257812	406.47430419921875	535.5501708984375	0.0	577.4647216796875	414.6604919433594
55	door	on	cabinet	0.16695527732372284	355.631591796875	3.908355712890625	412.8848876953125	432.77838134765625	219.01065063476562	0.0	549.7518310546875	497.9197692871094
56	cabinet	has	door	0.0495130680501461	541.8485107421875	0.0	583.41162109375	433.87841796875	361.47314453125	7.736328125	558.123046875	437.62554931640625
57	board	in	room	0.11218680441379547	473.7394104003906	3.3895263671875	566.8392333984375	418.51385498046875	364.7549743652344	5.5520782470703125	505.0125427246094	432.230224609375
58	board	in	window	0.14801858365535736	473.7394104003906	3.3895263671875	566.8392333984375	418.51385498046875	460.51318359375	4.1193389892578125	560.5901489257812	406.47430419921875
59	door	on	cabinet	0.167965829372406	535.5501708984375	0.0	577.4647216796875	414.6604919433594	219.01065063476562	0.0	549.7518310546875	497.9197692871094
60	light	on	tile	0.20846909284591675	191.5451202392578	77.40499114990234	220.1008758544922	98.83332061767578	71.45489501953125	15.68414306640625	534.8953857421875	432.7239074707031
61	board	on	door	0.08988407254219055	36.45075225830078	0.0	191.769775390625	465.6552734375	53.113555908203125	0.0	510.7716979980469	504.2545166015625
62	door	on	cabinet	0.11284582316875458	190.01235961914062	316.6308288574219	229.26715087890625	429.1516418457031	186.90208435058594	8.32916259765625	223.18296813964844	446.66473388671875
63	tile	on	door	0.02905011922121048	235.31881713867188	9.828155517578125	359.6293029785156	305.5583801269531	215.0670166015625	3.6082000732421875	358.686279296875	459.11492919921875
64	door	on	cabinet	0.2066713124513626	190.01235961914062	316.6308288574219	229.26715087890625	429.1516418457031	18.593475341796875	0.0	221.3948974609375	523.4974975585938
65	door	on	cabinet	0.04415197670459747	53.113555908203125	0.0	510.7716979980469	504.2545166015625	18.593475341796875	0.0	221.3948974609375	523.4974975585938
66	door	on	cabinet	0.10729195177555084	535.5501708984375	0.0	577.4647216796875	414.6604919433594	541.8485107421875	0.0	583.41162109375	433.87841796875
67	door	on	cabinet	0.06357985734939575	53.113555908203125	0.0	510.7716979980469	504.2545166015625	219.01065063476562	0.0	549.7518310546875	497.9197692871094
68	window	in	room	0.13283228874206543	460.51318359375	4.1193389892578125	560.5901489257812	406.47430419921875	364.7549743652344	5.5520782470703125	505.0125427246094	432.230224609375
69	door	on	window	0.027901533991098404	535.5501708984375	0.0	577.4647216796875	414.6604919433594	460.51318359375	4.1193389892578125	560.5901489257812	406.47430419921875
70	door	on	cabinet	0.19285166263580322	26.554306030273438	98.55088806152344	49.823516845703125	146.73878479003906	8.452760696411133	1.188720703125	49.03864288330078	444.2486267089844
71	window	on	train	0.4063369929790497	460.51318359375	4.1193389892578125	560.5901489257812	406.47430419921875	32.558624267578125	0.0	591.0	483.95770263671875
72	window	on	door	0.06312226504087448	537.013916015625	0.0	588.1824951171875	395.726318359375	535.5501708984375	0.0	577.4647216796875	414.6604919433594
73	pole	in	room	0.1286579966545105	357.4220275878906	1.9936065673828125	387.6202087402344	433.97418212890625	364.7549743652344	5.5520782470703125	505.0125427246094	432.230224609375
74	door	on	cabinet	0.21546319127082825	26.554306030273438	98.55088806152344	49.823516845703125	146.73878479003906	18.593475341796875	0.0	221.3948974609375	523.4974975585938
