	obj1	predicate	obj2	prob	obj1_1	obj1_2	obj1_3	obj1_4	obj2_1	obj2_2	obj2_3	obj2_4
1	door	in	room	0.12605854868888855	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875	0.0	21.288360595703125	478.7373962402344	402.7803039550781
2	paper	on	table	0.5612843036651611	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	76.8656005859375	385.5179443359375	355.06048583984375	438.56915283203125
3	window	on	door	0.16149774193763733	250.28912353515625	195.80099487304688	281.87945556640625	236.991943359375	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875
4	door	has	window	0.14825625717639923	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875	250.28912353515625	195.80099487304688	281.87945556640625	236.991943359375
6	window	on	door	0.1796242743730545	204.44796752929688	195.12789916992188	237.21783447265625	238.11822509765625	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875
7	door	has	window	0.22990383207798004	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875	198.83737182617188	191.59841918945312	290.3572998046875	258.20526123046875
8	door	has	window	0.17078115046024323	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875	204.44796752929688	195.12789916992188	237.21783447265625	238.11822509765625
9	light	in	room	0.07054397463798523	210.8857421875	59.17869567871094	262.9267883300781	77.92005920410156	0.0	21.288360595703125	478.7373962402344	402.7803039550781
10	window	on	door	0.1970580816268921	198.83737182617188	191.59841918945312	290.3572998046875	258.20526123046875	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875
11	paper	on	table	0.46589991450309753	100.82075500488281	398.0564880371094	306.1270751953125	434.6397399902344	76.8656005859375	385.5179443359375	355.06048583984375	438.56915283203125
12	paper	on	table	0.4963263273239136	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	16.109756469726562	290.9906921386719	443.92791748046875	423.5207824707031
14	paper	on	sign	0.5059771537780762	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	97.14755249023438	389.85260009765625	321.85186767578125	434.86328125
16	paper	on	table	0.4573177695274353	100.82075500488281	398.0564880371094	306.1270751953125	434.6397399902344	16.109756469726562	290.9906921386719	443.92791748046875	423.5207824707031
17	window	in	room	0.08677266538143158	250.28912353515625	195.80099487304688	281.87945556640625	236.991943359375	0.0	21.288360595703125	478.7373962402344	402.7803039550781
19	window	on	door	0.2027018517255783	256.3875427246094	237.5628662109375	281.3122253417969	271.7523193359375	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875
20	window	in	room	0.13703133165836334	198.83737182617188	191.59841918945312	290.3572998046875	258.20526123046875	0.0	21.288360595703125	478.7373962402344	402.7803039550781
21	light	on	tile	0.4906819760799408	210.8857421875	59.17869567871094	262.9267883300781	77.92005920410156	101.04447937011719	16.44430923461914	371.41632080078125	124.79605102539062
22	door	has	window	0.18492130935192108	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875	256.3875427246094	237.5628662109375	281.3122253417969	271.7523193359375
25	window	on	door	0.16944929957389832	250.28912353515625	195.80099487304688	281.87945556640625	236.991943359375	239.71905517578125	186.80445861816406	288.258544921875	258.36083984375
27	window	in	room	0.08221714198589325	204.44796752929688	195.12789916992188	237.21783447265625	238.11822509765625	0.0	21.288360595703125	478.7373962402344	402.7803039550781
28	cabinet	in	room	0.13889223337173462	189.47230529785156	176.6519317626953	306.08160400390625	300.78363037109375	0.0	21.288360595703125	478.7373962402344	402.7803039550781
29	paper	on	door	0.32111164927482605	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	11.509490966796875	285.4430847167969	498.9103698730469	421.3420104980469
30	cabinet	has	door	0.10446540266275406	189.47230529785156	176.6519317626953	306.08160400390625	300.78363037109375	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875
31	door	in	room	0.06219567731022835	239.71905517578125	186.80445861816406	288.258544921875	258.36083984375	0.0	21.288360595703125	478.7373962402344	402.7803039550781
32	paper	on	board	0.7181908488273621	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	105.55086517333984	386.12939453125	314.837890625	434.9100341796875
33	paper	on	box	0.17645235359668732	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	91.39669799804688	390.1873474121094	324.7851257324219	437.1200866699219
34	door	on	cabinet	0.07887223362922668	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875	189.47230529785156	176.6519317626953	306.08160400390625	300.78363037109375
35	paper	on	sign	0.2592408359050751	100.82075500488281	398.0564880371094	306.1270751953125	434.6397399902344	97.14755249023438	389.85260009765625	321.85186767578125	434.86328125
36	roof	of	room	0.3181992769241333	20.395919799804688	4.5460662841796875	456.88494873046875	139.79922485351562	0.0	21.288360595703125	478.7373962402344	402.7803039550781
37	light	on	roof	0.2772951126098633	210.8857421875	59.17869567871094	262.9267883300781	77.92005920410156	20.395919799804688	4.5460662841796875	456.88494873046875	139.79922485351562
38	door	on	train	0.056366242468357086	186.3746337890625	180.413818359375	299.13079833984375	285.8778076171875	11.743698120117188	188.51547241210938	481.434326171875	426.9596862792969
39	door	has	window	0.08010149002075195	239.71905517578125	186.80445861816406	288.258544921875	258.36083984375	250.28912353515625	195.80099487304688	281.87945556640625	236.991943359375
41	door	on	cabinet	0.18292136490345	239.71905517578125	186.80445861816406	288.258544921875	258.36083984375	189.47230529785156	176.6519317626953	306.08160400390625	300.78363037109375
42	window	in	room	0.09778852015733719	256.3875427246094	237.5628662109375	281.3122253417969	271.7523193359375	0.0	21.288360595703125	478.7373962402344	402.7803039550781
43	handle	on	door	0.43581730127334595	332.17474365234375	300.8583984375	460.4141845703125	425.4083251953125	322.25537109375	19.739105224609375	580.809814453125	411.7773132324219
45	paper	on	door	0.21002207696437836	100.82075500488281	398.0564880371094	306.1270751953125	434.6397399902344	11.509490966796875	285.4430847167969	498.9103698730469	421.3420104980469
46	cabinet	has	door	0.15325474739074707	189.47230529785156	176.6519317626953	306.08160400390625	300.78363037109375	239.71905517578125	186.80445861816406	288.258544921875	258.36083984375
47	light	on	tile	0.20789504051208496	210.8857421875	59.17869567871094	262.9267883300781	77.92005920410156	118.53742980957031	59.972412109375	351.29534912109375	334.8338317871094
48	table	under	train	0.2434709370136261	76.8656005859375	385.5179443359375	355.06048583984375	438.56915283203125	11.743698120117188	188.51547241210938	481.434326171875	426.9596862792969
49	window	in	cabinet	0.10754328966140747	250.28912353515625	195.80099487304688	281.87945556640625	236.991943359375	189.47230529785156	176.6519317626953	306.08160400390625	300.78363037109375
50	paper	on	sign	0.39684227108955383	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	160.4486083984375	405.203369140625	255.63369750976562	436.74981689453125
52	paper	on	box	0.10948671400547028	100.82075500488281	398.0564880371094	306.1270751953125	434.6397399902344	91.39669799804688	390.1873474121094	324.7851257324219	437.1200866699219
54	paper	on	board	0.42623665928840637	100.82075500488281	398.0564880371094	306.1270751953125	434.6397399902344	105.55086517333984	386.12939453125	314.837890625	434.9100341796875
55	paper	under	box	0.1328713595867157	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	24.333251953125	314.222900390625	450.7717590332031	425.403564453125
58	letter	on	paper	0.5767536759376526	158.23422241210938	395.454345703125	262.4703674316406	433.27001953125	100.82075500488281	398.0564880371094	306.1270751953125	434.6397399902344
60	paper	on	tile	0.206210657954216	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	43.24299621582031	295.8331604003906	451.31109619140625	432.0920104980469
62	handle	on	door	0.4794880449771881	332.17474365234375	300.8583984375	460.4141845703125	425.4083251953125	11.509490966796875	285.4430847167969	498.9103698730469	421.3420104980469
63	paper	under	laptop	0.3309013843536377	100.82075500488281	398.0564880371094	306.1270751953125	434.6397399902344	12.929779052734375	328.9542236328125	505.6885681152344	426.4158935546875
64	paper	on	door	0.20361335575580597	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	124.22967529296875	108.98956298828125	313.63067626953125	498.914306640625
65	handle	on	door	0.285372793674469	333.3863525390625	226.1280975341797	347.51300048828125	271.1417541503906	322.25537109375	19.739105224609375	580.809814453125	411.7773132324219
67	box	on	table	0.23111405968666077	91.39669799804688	390.1873474121094	324.7851257324219	437.1200866699219	76.8656005859375	385.5179443359375	355.06048583984375	438.56915283203125
68	door	in	room	0.06319064646959305	172.35997009277344	166.2521209716797	192.6726837158203	286.9276123046875	0.0	21.288360595703125	478.7373962402344	402.7803039550781
69	paper	in	box	0.12656821310520172	100.82075500488281	398.0564880371094	306.1270751953125	434.6397399902344	24.333251953125	314.222900390625	450.7717590332031	425.403564453125
70	paper	on	shelf	0.351749449968338	167.24200439453125	412.4183654785156	248.0606689453125	434.3325500488281	30.617950439453125	282.148681640625	470.8111267089844	424.156982421875
71	sign	on	table	0.25106847286224365	97.14755249023438	389.85260009765625	321.85186767578125	434.86328125	76.8656005859375	385.5179443359375	355.06048583984375	438.56915283203125
72	window	on	train	0.199842631816864	256.3875427246094	237.5628662109375	281.3122253417969	271.7523193359375	11.743698120117188	188.51547241210938	481.434326171875	426.9596862792969
73	door	in	room	0.06474022567272186	0.0	19.366683959960938	164.94540405273438	435.15191650390625	0.0	21.288360595703125	478.7373962402344	402.7803039550781
74	box	of	paper	0.06699781864881516	91.39669799804688	390.1873474121094	324.7851257324219	437.1200866699219	100.82075500488281	398.0564880371094	306.1270751953125	434.6397399902344
