	obj1	predicate	obj2	prob	obj1_1	obj1_2	obj1_3	obj1_4	obj2_1	obj2_2	obj2_3	obj2_4
0	clock	on	door	0.22088214755058289	548.1921997070312	30.614118576049805	576.7183227539062	75.3028564453125	401.37298583984375	5.027801513671875	587.2261962890625	406.6573486328125
1	light	in	room	0.06175171583890915	284.07763671875	51.43636703491211	342.7420654296875	72.24264526367188	26.82440185546875	18.942535400390625	574.5423583984375	459.4850769042969
2	door	in	room	0.0654464066028595	224.9597930908203	171.72764587402344	250.48011779785156	278.78515625	26.82440185546875	18.942535400390625	574.5423583984375	459.4850769042969
3	door	in	room	0.16502393782138824	230.18490600585938	137.06321716308594	372.8219299316406	301.92596435546875	26.82440185546875	18.942535400390625	574.5423583984375	459.4850769042969
4	roof	of	room	0.2518477737903595	57.533355712890625	1.4279708862304688	563.11083984375	150.580810546875	26.82440185546875	18.942535400390625	574.5423583984375	459.4850769042969
6	light	on	roof	0.16983887553215027	284.07763671875	51.43636703491211	342.7420654296875	72.24264526367188	57.533355712890625	1.4279708862304688	563.11083984375	150.580810546875
7	door	in	room	0.05907810106873512	280.3055419921875	227.4163818359375	309.86578369140625	268.7066345214844	26.82440185546875	18.942535400390625	574.5423583984375	459.4850769042969
8	door	in	room	0.04792332276701927	8.25830078125	26.40777587890625	217.0630340576172	432.6865539550781	26.82440185546875	18.942535400390625	574.5423583984375	459.4850769042969
10	door	to	room	0.04410858452320099	401.37298583984375	5.027801513671875	587.2261962890625	406.6573486328125	26.82440185546875	18.942535400390625	574.5423583984375	459.4850769042969
11	window	in	room	0.10195256024599075	272.28704833984375	152.352294921875	334.7034912109375	205.57852172851562	26.82440185546875	18.942535400390625	574.5423583984375	459.4850769042969
12	handle	on	door	0.1880253702402115	239.39414978027344	187.48876953125	253.5735321044922	271.9072570800781	224.9597930908203	171.72764587402344	250.48011779785156	278.78515625
14	light	on	house	0.09794895350933075	284.07763671875	51.43636703491211	342.7420654296875	72.24264526367188	18.6162109375	4.0927886962890625	580.2229614257812	469.40338134765625
15	light	on	door	0.08670368045568466	275.880859375	143.96517944335938	331.71527099609375	193.29806518554688	230.18490600585938	137.06321716308594	372.8219299316406	301.92596435546875
19	clock	on	roof	0.07663629949092865	548.1921997070312	30.614118576049805	576.7183227539062	75.3028564453125	57.533355712890625	1.4279708862304688	563.11083984375	150.580810546875
20	room	of	house	0.09899590164422989	26.82440185546875	18.942535400390625	574.5423583984375	459.4850769042969	18.6162109375	4.0927886962890625	580.2229614257812	469.40338134765625
21	light	on	tile	0.28957757353782654	284.07763671875	51.43636703491211	342.7420654296875	72.24264526367188	125.24386596679688	10.314743041992188	534.896728515625	110.28173828125
23	door	on	house	0.19142571091651917	8.25830078125	26.40777587890625	217.0630340576172	432.6865539550781	18.6162109375	4.0927886962890625	580.2229614257812	469.40338134765625
24	door	on	house	0.10921865701675415	224.9597930908203	171.72764587402344	250.48011779785156	278.78515625	18.6162109375	4.0927886962890625	580.2229614257812	469.40338134765625
25	handle	on	door	0.36435142159461975	239.39414978027344	187.48876953125	253.5735321044922	271.9072570800781	230.18490600585938	137.06321716308594	372.8219299316406	301.92596435546875
26	door	on	train	0.18530713021755219	224.9597930908203	171.72764587402344	250.48011779785156	278.78515625	57.08172607421875	31.815582275390625	591.0	430.1797180175781
27	light	on	train	0.20023353397846222	275.880859375	143.96517944335938	331.71527099609375	193.29806518554688	57.08172607421875	31.815582275390625	591.0	430.1797180175781
28	letter	on	screen	0.37427037954330444	284.55499267578125	351.6570129394531	377.3828125	369.0066833496094	242.2269287109375	344.7067565917969	400.00982666015625	374.5353088378906
29	window	on	door	0.1826997846364975	272.28704833984375	152.352294921875	334.7034912109375	205.57852172851562	230.18490600585938	137.06321716308594	372.8219299316406	301.92596435546875
