	obj1	predicate	obj2	prob	obj1_1	obj1_2	obj1_3	obj1_4	obj2_1	obj2_2	obj2_3	obj2_4
0	light	in	room	0.08753838390111923	291.56341552734375	80.69662475585938	343.6131591796875	97.86984252929688	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
1	door	in	room	0.12288125604391098	185.89198303222656	143.2970428466797	241.9435272216797	330.130615234375	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
2	door	in	room	0.1025208830833435	284.6993408203125	218.19580078125	351.91961669921875	284.191162109375	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
3	door	in	room	0.16215988993644714	2.7750396728515625	17.193984985351562	151.9879913330078	423.41912841796875	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
4	cabinet	in	room	0.15181949734687805	174.5688018798828	147.7584228515625	250.8994903564453	327.2499694824219	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
5	counter	in	room	0.12309867143630981	89.71296691894531	314.1212463378906	556.9965209960938	426.3302917480469	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
6	man	near	door	0.05666462332010269	304.036376953125	241.7741241455078	326.9619140625	284.064453125	284.6993408203125	218.19580078125	351.91961669921875	284.191162109375
7	door	in	room	0.06608950346708298	437.2862854003906	8.634735107421875	586.131591796875	414.55340576171875	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
8	door	in	room	0.0686444491147995	257.26458740234375	210.5882568359375	269.780517578125	288.4588623046875	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
9	door	in	room	0.08271714299917221	352.8306884765625	199.30279541015625	365.376953125	289.42486572265625	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
10	window	in	room	0.14271759986877441	420.15399169921875	142.63531494140625	433.0390625	232.6756591796875	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
11	tile	in	room	0.06889847666025162	118.38458251953125	300.5494689941406	487.16143798828125	428.5107116699219	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
12	person	near	door	0.07148987799882889	313.5787658691406	242.31100463867188	333.5610656738281	285.1232604980469	284.6993408203125	218.19580078125	351.91961669921875	284.191162109375
13	logo	on	counter	0.23832498490810394	185.887939453125	330.2095642089844	326.3048095703125	355.2969665527344	89.71296691894531	314.1212463378906	556.9965209960938	426.3302917480469
15	window	on	door	0.2170412242412567	202.56687927246094	152.66163635253906	229.23133850097656	309.3153076171875	185.89198303222656	143.2970428466797	241.9435272216797	330.130615234375
16	light	on	train	0.31256258487701416	291.56341552734375	80.69662475585938	343.6131591796875	97.86984252929688	25.258575439453125	15.7550048828125	591.0	484.71697998046875
17	desk	in	room	0.13011203706264496	95.65933227539062	314.2234191894531	569.7374267578125	444.4439392089844	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
18	light	on	tile	0.24612021446228027	291.56341552734375	80.69662475585938	343.6131591796875	97.86984252929688	175.6240234375	59.727630615234375	421.58782958984375	357.3008117675781
19	window	in	room	0.12562762200832367	202.56687927246094	152.66163635253906	229.23133850097656	309.3153076171875	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
20	cabinet	in	room	0.22060532867908478	62.19831848144531	179.0294189453125	401.5333251953125	404.58355712890625	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
21	man	standing on	room	0.2843281328678131	304.036376953125	241.7741241455078	326.9619140625	284.064453125	262.7292175292969	193.92861938476562	370.9574279785156	298.9106750488281
22	door	in	room	0.07845745235681534	284.6993408203125	218.19580078125	351.91961669921875	284.191162109375	194.57876586914062	138.14080810546875	417.8138122558594	377.60870361328125
23	door	on	train	0.32139551639556885	185.89198303222656	143.2970428466797	241.9435272216797	330.130615234375	25.258575439453125	15.7550048828125	591.0	484.71697998046875
24	door	in	room	0.1438176929950714	165.81739807128906	149.89419555664062	367.911865234375	395.9131774902344	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
25	handle	on	box	0.26066866517066956	148.3929443359375	216.01441955566406	161.60922241210938	304.8565673828125	143.16453552246094	208.96429443359375	165.1935272216797	304.55596923828125
27	stand	on	counter	0.1267392337322235	383.8763122558594	275.4627990722656	425.9446716308594	334.8715515136719	89.71296691894531	314.1212463378906	556.9965209960938	426.3302917480469
28	people	in front of	door	0.06621523201465607	311.1954040527344	236.802001953125	333.6539001464844	279.02490234375	284.6993408203125	218.19580078125	351.91961669921875	284.191162109375
29	tile	on	counter	0.1031467542052269	118.38458251953125	300.5494689941406	487.16143798828125	428.5107116699219	89.71296691894531	314.1212463378906	556.9965209960938	426.3302917480469
32	door	in	room	0.06578753888607025	176.05450439453125	122.93565368652344	193.03228759765625	325.27166748046875	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
34	door	on	train	0.2505958676338196	284.6993408203125	218.19580078125	351.91961669921875	284.191162109375	25.258575439453125	15.7550048828125	591.0	484.71697998046875
35	stand	on	counter	0.34622666239738464	388.7423095703125	319.262451171875	563.9556884765625	422.05926513671875	89.71296691894531	314.1212463378906	556.9965209960938	426.3302917480469
36	door	in	room	0.18673327565193176	284.6993408203125	218.19580078125	351.91961669921875	284.191162109375	262.7292175292969	193.92861938476562	370.9574279785156	298.9106750488281
37	door	has	window	0.0729379653930664	185.89198303222656	143.2970428466797	241.9435272216797	330.130615234375	202.56687927246094	152.66163635253906	229.23133850097656	309.3153076171875
38	person	standing on	room	0.463408887386322	313.5787658691406	242.31100463867188	333.5610656738281	285.1232604980469	262.7292175292969	193.92861938476562	370.9574279785156	298.9106750488281
39	handle	on	door	0.12556959688663483	148.3929443359375	216.01441955566406	161.60922241210938	304.8565673828125	165.81739807128906	149.89419555664062	367.911865234375	395.9131774902344
40	tile	in	room	0.0833447277545929	175.6240234375	59.727630615234375	421.58782958984375	357.3008117675781	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
41	door	in	room	0.06985852867364883	380.38214111328125	166.1819610595703	403.22607421875	288.5199279785156	13.27001953125	15.36224365234375	552.7625732421875	442.0519714355469
42	handle	on	train	0.15572820603847504	148.3929443359375	216.01441955566406	161.60922241210938	304.8565673828125	25.258575439453125	15.7550048828125	591.0	484.71697998046875
43	light	on	train	0.29160597920417786	287.8105163574219	140.31442260742188	335.0871276855469	191.78665161132812	25.258575439453125	15.7550048828125	591.0	484.71697998046875
45	box	has	handle	0.08428473770618439	143.16453552246094	208.96429443359375	165.1935272216797	304.55596923828125	148.3929443359375	216.01441955566406	161.60922241210938	304.8565673828125
46	train	has	door	0.09541542083024979	25.258575439453125	15.7550048828125	591.0	484.71697998046875	185.89198303222656	143.2970428466797	241.9435272216797	330.130615234375
48	tile	on	desk	0.29158467054367065	118.38458251953125	300.5494689941406	487.16143798828125	428.5107116699219	95.65933227539062	314.2234191894531	569.7374267578125	444.4439392089844
49	tile	on	counter	0.14148232340812683	165.98019409179688	326.99658203125	377.1554260253906	364.09539794921875	89.71296691894531	314.1212463378906	556.9965209960938	426.3302917480469
50	person	in	room	0.055021245032548904	313.5787658691406	242.31100463867188	333.5610656738281	285.1232604980469	194.57876586914062	138.14080810546875	417.8138122558594	377.60870361328125
52	light	on	tile	0.1856718361377716	287.8105163574219	140.31442260742188	335.0871276855469	191.78665161132812	175.6240234375	59.727630615234375	421.58782958984375	357.3008117675781
53	light	on	train	0.2770702540874481	293.1543884277344	147.60052490234375	332.0961608886719	160.32000732421875	25.258575439453125	15.7550048828125	591.0	484.71697998046875
54	drawer	under	counter	0.11348190158605576	109.14533996582031	375.9000549316406	178.4929656982422	429.6548767089844	89.71296691894531	314.1212463378906	556.9965209960938	426.3302917480469
55	logo	on	train	0.4654383957386017	185.887939453125	330.2095642089844	326.3048095703125	355.2969665527344	25.258575439453125	15.7550048828125	591.0	484.71697998046875
57	logo	on	door	0.24501436948776245	185.887939453125	330.2095642089844	326.3048095703125	355.2969665527344	165.81739807128906	149.89419555664062	367.911865234375	395.9131774902344
58	door	on	train	0.2336360365152359	257.26458740234375	210.5882568359375	269.780517578125	288.4588623046875	25.258575439453125	15.7550048828125	591.0	484.71697998046875
59	drawer	on	counter	0.14550520479679108	184.98069763183594	333.8558044433594	354.9498291015625	359.1678771972656	89.71296691894531	314.1212463378906	556.9965209960938	426.3302917480469
60	people	in	room	0.09445405006408691	311.1954040527344	236.802001953125	333.6539001464844	279.02490234375	194.57876586914062	138.14080810546875	417.8138122558594	377.60870361328125
